Loan ID,Borrower Name,Branch,RM,Province,City / Town,Loan Product,Sector,Collateral Type,Issue Date,Maturity Date,Tenor (Mo),"Loan Amt
(USD)","Outstanding
(USD)","Int Rate
(%)","Annual Income
(USD)","DTI
(%)",DSCR,"Credit
Score","Emp Length
(Yrs)","Collateral
Value (USD)","LTV
(%)","Revol Util
(%)",DPD,"Missed
Pmts","Part
Pmts","Bank Bal
Trend","Inflation
Exp","Forex
Income",Loan Status
CNB-012365,Tsitsi Kariwo,Beitbridge Branch,T. Chinyoka,Midlands,Kwekwe,Property Development Loan,Financial services,Stock/inventory pledge,21/4/2021,20/7/2021,3,"$1,600",$448,20.70%,"$4,000",12.60%,1.68x,789,15,$456,98.30%,28.00%,0,1,1,Improving,Low,Yes,Performing
CNB-012366,Tongesai Nkosi,Chinhoyi Branch,N. Gumbo,Midlands,Kwekwe,SME Working Capital Loan,Informal trade,Commercial vehicle,7/6/2022,2/6/2023,12,"$1,100",$308,44.20%,"$7,200",67.60%,0.34x,406,1,$521,59.10%,79.60%,60,4,2,Severely declining,High,No,Non-performing
CNB-012367,Tafadzwa Dziva,Chinhoyi Branch,S. Dube,Midlands,Gweru,Transport Fleet Finance,Informal trade,Motor vehicle,23/5/2022,14/11/2023,18,"$7,300","$2,044",27.50%,"$22,500",39.20%,1.66x,669,2,"$4,515",45.30%,58.20%,7,1,0,Stable,Medium,No,Special mention
CNB-012368,Munashe Mpofu,Kwekwe Branch,M. Ndlovu,Matabeleland South,Beitbridge,Transport Fleet Finance,Transport & logistics,Commercial property,28/1/2022,28/4/2022,3,"$59,500","$16,660",38.80%,"$452,100",53.80%,0.98x,456,2,"$12,022",138.60%,85.10%,0,4,1,Severely declining,High,No,Watch
CNB-012369,Trust Manyere,Chitungwiza Branch,L. Charamba,Masvingo,Masvingo,Digital Business Loan,Health & pharmaceuticals,Agricultural land,17/6/2024,22/5/2029,60,"$46,800","$44,816",31.50%,"$287,700",58.30%,1.11x,411,10,"$105,516",42.50%,78.50%,60,2,2,Stable,Medium,No,Watch
CNB-012370,Tapuwa Mhike,Gweru Branch,E. Mapfumo,Midlands,Gweru,Digital Business Loan,Transport & logistics,Residential property,3/11/2023,28/10/2024,12,"$46,800","$15,631",23.60%,"$236,800",39.90%,1.37x,597,0,"$9,544",163.80%,61.80%,30,2,0,Stable,Medium,Yes,Special mention
CNB-012371,Shingirai Tembo,Victoria Falls Branch,F. Moyo,Bulawayo Metropolitan,Bulawayo,Export Finance,Health & pharmaceuticals,Residential property,1/6/2023,21/5/2025,24,"$6,200","$3,174",23.50%,"$48,300",15.90%,1.99x,777,1,"$2,402",132.20%,8.50%,0,1,1,Stable,Low,No,Performing
CNB-012372,Nyasha Zvobgo,Gweru Branch,S. Dube,Harare Metropolitan,Harare,Green Energy Loan,Agriculture,Salary cession,16/6/2023,31/5/2026,36,"$2,000","$1,369",30.50%,"$10,700",45.10%,1.39x,525,10,"$1,765",77.60%,40.10%,0,2,1,Improving,Low,No,Special mention
CNB-012373,Admire Murara,Gweru Branch,E. Mapfumo,Manicaland,Rusape,Microfinance Loan,Informal trade,Equipment & machinery,27/12/2021,22/12/2022,12,"$12,200","$3,416",39.50%,"$41,400",71.70%,0.80x,424,1,"$4,255",80.30%,81.90%,14,3,0,Declining,Medium,No,Special mention
CNB-012374,Tinashe Mukwewa,Kwekwe Branch,M. Ndlovu,Mashonaland West,Chegutu,Transport Fleet Finance,Retail trade,Share pledge,14/1/2021,30/12/2023,36,"$1,500",$420,21.20%,"$5,500",14.30%,2.18x,760,3,$305,137.60%,11.80%,0,0,1,Improving,Medium,No,Performing
CNB-012375,Ropafadzo Ntuli,Beitbridge Branch,E. Mapfumo,Harare Metropolitan,Harare,Microfinance Loan,Education,Personal guarantee,20/8/2019,30/7/2023,48,"$78,700","$22,036",38.70%,"$172,400",91.00%,0.38x,383,3,"$25,403",86.70%,97.30%,30,5,4,Severely declining,High,No,Non-performing
CNB-012376,Kudzai Makuyana,Chitungwiza Branch,L. Charamba,Harare Metropolitan,Harare,Export Finance,Agriculture,Agricultural land,29/7/2021,19/7/2023,24,"$123,900","$34,692",34.20%,"$899,500",57.20%,1.05x,402,10,"$31,977",108.50%,77.90%,0,1,2,Severely declining,High,No,Watch
CNB-012377,Munashe Chiweshe,Beitbridge Branch,A. Nkomo,Midlands,Gweru,Property Development Loan,Health & pharmaceuticals,Share pledge,12/1/2020,27/12/2022,36,"$1,100",$308,16.50%,"$2,600",27.90%,3.25x,804,3,$330,93.30%,17.50%,0,0,0,Stable,Medium,Yes,Performing
CNB-012378,Lungelo Hwata,Harare Main,B. Makoni,Mashonaland East,Marondera,School Fees Loan,Transport & logistics,Motor vehicle,13/8/2022,8/8/2023,12,"$4,600","$1,288",38.30%,"$19,300",62.90%,0.73x,286,3,"$1,245",103.40%,86.30%,60,6,1,Severely declining,High,No,Non-performing
CNB-012379,Blessed Mlambo,Masvingo Branch,T. Chinyoka,Midlands,Redcliff,Property Development Loan,Education,Salary cession,8/2/2022,3/2/2023,12,"$83,300","$23,324",24.00%,"$433,700",9.80%,3.60x,732,5,"$45,617",51.10%,29.60%,0,1,1,Declining,Medium,Yes,Performing
CNB-012380,Zanele Takaindisa,Mutare Branch,L. Charamba,Matabeleland North,Victoria Falls,Import Finance,Hospitality & tourism,Salary cession,16/1/2022,6/1/2024,24,"$13,000","$3,640",24.50%,"$99,200",49.30%,1.11x,561,10,"$6,954",52.30%,48.40%,7,2,1,Improving,Medium,Yes,Special mention
CNB-012381,Nokuthula Gumbo,Gweru Branch,E. Mapfumo,Harare Metropolitan,Harare,Equipment Finance,Real estate,Residential property,4/9/2021,30/8/2022,12,"$48,900","$13,692",21.40%,"$95,000",26.60%,3.98x,826,5,"$30,392",45.10%,35.90%,0,0,1,Stable,Low,No,Performing
CNB-012382,Chiedza Mwanza,Victoria Falls Branch,R. Ncube,Matabeleland North,Victoria Falls,Agro-processing Loan,Construction,Commercial property,14/6/2024,9/5/2031,84,"$9,100","$8,817",39.20%,"$30,900",60.00%,0.79x,490,3,"$12,476",70.70%,89.40%,0,1,0,Declining,High,No,Watch
CNB-012383,Sekai Mutsvairo,Chinhoyi Branch,L. Charamba,Mashonaland West,Norton,Import Finance,Agriculture,Salary cession,7/7/2022,11/6/2027,60,"$4,100","$2,760",38.70%,"$5,700",74.00%,0.91x,510,10,"$7,478",36.90%,87.90%,0,4,0,Declining,High,No,Watch
CNB-012384,Primrose Musarurwa,Kwekwe Branch,S. Dube,Manicaland,Mutare,School Fees Loan,Agriculture,Salary cession,10/10/2023,24/9/2026,36,"$39,500","$30,099",20.90%,"$217,300",31.00%,3.45x,682,5,"$65,337",46.10%,26.80%,0,1,0,Improving,Medium,Yes,Performing
CNB-012385,Rudo Tshuma,Gweru Branch,E. Mapfumo,Bulawayo Metropolitan,Bulawayo,Digital Business Loan,Manufacturing,Commercial property,14/8/2021,24/7/2025,48,"$25,900","$11,085",31.30%,"$116,800",33.90%,1.50x,678,7,"$10,954",101.20%,43.90%,0,1,2,Improving,Medium,No,Performing
CNB-012386,Spiwe Sithole,Harare Main,B. Makoni,Bulawayo Metropolitan,Bulawayo,Agricultural Input Finance,Agriculture,Personal guarantee,28/6/2021,12/6/2024,36,"$5,300","$1,484",35.10%,"$31,200",62.90%,1.05x,465,10,"$2,166",68.50%,77.20%,0,2,3,Stable,High,Yes,Watch
CNB-012387,Chisomo Nyandoro,Gweru Branch,N. Gumbo,Mashonaland West,Kadoma,School Fees Loan,Hospitality & tourism,Residential property,2/9/2022,17/8/2025,36,"$80,300","$39,615",34.00%,"$123,600",62.90%,0.90x,443,5,"$105,310",37.60%,90.80%,14,1,2,Stable,High,Yes,Watch
CNB-012388,Zodwa Majoni,Masvingo Branch,L. Charamba,Matabeleland North,Victoria Falls,Export Finance,Agriculture,Agricultural land,3/8/2023,13/7/2027,48,"$1,900","$1,496",17.80%,"$5,800",12.50%,3.83x,670,10,"$2,959",50.60%,36.90%,0,1,1,Stable,Low,Yes,Performing
CNB-012389,Patience Tembo,Beitbridge Branch,D. Rusike,Harare Metropolitan,Harare,Agricultural Input Finance,Hospitality & tourism,Stock/inventory pledge,16/5/2024,7/11/2025,18,"$11,500","$9,384",22.90%,"$31,200",26.50%,1.65x,704,1,"$25,082",37.40%,32.40%,0,0,0,Stable,Medium,No,Performing
CNB-012390,Chisomo Madzivire,Masvingo Branch,E. Mapfumo,Bulawayo Metropolitan,Bulawayo,Medical Finance,Retail trade,Residential property,1/1/2023,27/12/2023,12,"$5,300","$1,484",26.70%,"$25,200",50.60%,1.85x,600,7,"$1,593",93.20%,51.60%,7,1,1,Declining,High,No,Special mention
CNB-012391,Chenai Tshuma,Masvingo Branch,R. Ncube,Masvingo,Masvingo,Green Energy Loan,Agriculture,Commercial vehicle,15/1/2019,4/1/2021,24,"$50,600","$14,168",17.90%,"$308,500",31.30%,3.96x,678,25,"$20,698",68.50%,18.80%,0,0,0,Stable,Medium,Yes,Performing
CNB-012392,Tongesai Mahachi,Chitungwiza Branch,L. Charamba,Manicaland,Rusape,Salary-Backed Loan,Mining,Agricultural land,22/4/2022,17/4/2023,12,"$10,200","$2,856",30.60%,"$55,200",54.50%,1.66x,525,3,"$5,647",50.60%,70.30%,14,2,1,Improving,Medium,No,Special mention
CNB-012393,Thandeka Muchena,Harare Main,D. Rusike,Matabeleland North,Hwange,Export Finance,Manufacturing,Equipment & machinery,25/7/2019,14/7/2021,24,"$5,300","$1,484",30.50%,"$15,900",45.90%,1.23x,610,15,"$4,042",36.70%,56.80%,14,1,2,Stable,Medium,No,Special mention
CNB-012394,Nkosana Vera,Harare Main,G. Mutasa,Matabeleland North,Hwange,Agricultural Input Finance,Agro-processing,No collateral,10/3/2020,12/2/2025,60,"$14,100","$4,704",50.80%,"$34,600",96.20%,0.42x,425,7,$0,,84.10%,60,7,4,Severely declining,High,No,Non-performing
CNB-012395,Ruramai Phidza,Kwekwe Branch,P. Mhlanga,Manicaland,Rusape,Import Finance,Health & pharmaceuticals,Salary cession,17/10/2019,11/10/2020,12,"$6,900","$1,932",23.10%,"$10,700",28.10%,3.98x,747,2,"$3,417",56.50%,11.10%,0,1,0,Stable,Medium,No,Performing
CNB-012396,Progress Mhike,Kwekwe Branch,N. Gumbo,Matabeleland North,Victoria Falls,Export Finance,Energy & utilities,Fixed deposit cession,18/5/2020,9/11/2021,18,"$4,700","$1,316",37.80%,"$16,200",63.90%,1.15x,505,20,"$1,765",74.60%,84.90%,45,4,0,Severely declining,High,No,Watch
CNB-012397,Kudzai Molife,Kwekwe Branch,A. Nkomo,Harare Metropolitan,Harare,Digital Business Loan,Hospitality & tourism,Salary cession,3/4/2023,28/3/2024,12,"$6,000","$1,680",38.50%,"$21,800",64.30%,0.88x,467,3,"$3,374",49.80%,88.70%,90,2,2,Stable,High,No,Watch
CNB-012398,Shingirai Msipa,Victoria Falls Branch,S. Dube,Bulawayo Metropolitan,Bulawayo,School Fees Loan,Manufacturing,Company guarantee,1/5/2023,25/4/2024,12,"$23,800","$6,664",33.20%,"$35,700",56.10%,1.16x,406,5,"$7,157",93.10%,65.00%,45,1,0,Stable,Medium,No,Watch
CNB-012399,Zodwa Mlambo,Harare Main,M. Ndlovu,Harare Metropolitan,Harare,SME Working Capital Loan,Agriculture,Residential property,26/12/2021,21/12/2022,12,"$64,600","$18,088",27.90%,"$335,000",29.60%,1.68x,589,15,"$48,037",37.70%,54.20%,7,0,2,Declining,High,No,Special mention
CNB-012400,Tongesai Maposa,Beitbridge Branch,F. Moyo,Harare Metropolitan,Harare,Trade Finance Facility,Retail trade,Motor vehicle,5/2/2019,4/8/2019,6,"$2,700",$756,40.20%,"$5,700",76.30%,0.65x,398,7,"$1,571",48.10%,86.60%,30,5,3,Severely declining,Medium,No,Non-performing
CNB-012401,Nyasha Nyoni,Chinhoyi Branch,M. Ndlovu,Harare Metropolitan,Harare,Medical Finance,Agriculture,Salary cession,5/3/2023,12/2/2027,48,"$3,500","$2,492",30.00%,"$10,000",72.50%,1.00x,554,25,"$6,347",39.30%,89.10%,30,1,1,Declining,High,No,Watch
CNB-012402,Chisomo Mlambo,Gweru Branch,E. Mapfumo,Harare Metropolitan,Harare,Youth Enterprise Loan,Transport & logistics,Commercial vehicle,14/4/2019,29/3/2022,36,"$8,700","$2,436",37.90%,"$25,400",65.10%,1.00x,425,10,"$5,546",43.90%,91.60%,60,4,2,Stable,High,No,Watch
CNB-012403,Tendai Tshuma,Kwekwe Branch,A. Nkomo,Mashonaland West,Chegutu,Medical Finance,Hospitality & tourism,Equipment & machinery,8/10/2021,6/4/2022,6,"$18,500","$5,180",37.30%,"$74,000",56.80%,0.88x,464,7,"$8,149",63.60%,64.70%,30,1,0,Severely declining,High,No,Watch
CNB-012404,Tinotenda Tekere,Gweru Branch,G. Mutasa,Mashonaland West,Kadoma,Trade Finance Facility,Health & pharmaceuticals,Share pledge,27/8/2019,21/8/2020,12,"$13,900","$3,892",21.30%,"$109,100",30.80%,3.22x,736,10,"$8,867",43.90%,41.80%,7,1,0,Improving,Medium,Yes,Special mention
CNB-012405,Tongesai Taruvinga,Beitbridge Branch,F. Moyo,Manicaland,Mutare,Agro-processing Loan,Mining,Share pledge,19/1/2024,12/7/2025,18,"$26,400","$17,389",39.60%,"$105,200",70.90%,1.12x,500,5,"$47,597",36.50%,74.80%,90,2,1,Declining,High,No,Watch
CNB-012406,Vimbai Mahachi,Chitungwiza Branch,B. Makoni,Bulawayo Metropolitan,Bulawayo,Green Energy Loan,Agriculture,Salary cession,23/2/2024,12/2/2026,24,"$66,500","$51,804",22.30%,"$323,500",19.80%,3.06x,740,0,"$34,087",152.00%,30.20%,0,0,1,Stable,Low,No,Performing
CNB-012407,Gracious Dube,Victoria Falls Branch,B. Makoni,Mashonaland Central,Bindura,Trade Finance Facility,Real estate,Fixed deposit cession,29/5/2024,24/5/2025,12,$400,$300,17.30%,"$2,600",17.20%,3.25x,821,10,$631,47.50%,33.80%,0,1,1,Stable,Low,No,Performing
CNB-012408,Thabo Msipa,Masvingo Branch,H. Zimba,Mashonaland West,Chinhoyi,Medical Finance,Real estate,Salary cession,22/10/2019,14/4/2021,18,"$1,200",$336,27.20%,"$3,900",37.10%,1.82x,571,2,$358,93.80%,48.90%,0,2,0,Stable,Medium,No,Performing
CNB-012409,Thandeka Gova,Chitungwiza Branch,G. Mutasa,Manicaland,Mutare,Women in Business Loan,Retail trade,Motor vehicle,6/3/2021,24/2/2023,24,"$2,400",$672,22.20%,"$16,000",46.10%,1.20x,574,2,$855,78.60%,43.10%,0,2,0,Declining,High,No,Special mention
CNB-012410,Lungelo Nkomazana,Chitungwiza Branch,A. Nkomo,Harare Metropolitan,Harare,Import Finance,Agriculture,Equipment & machinery,24/2/2019,8/2/2022,36,$300,$84,27.90%,"$2,200",43.90%,1.84x,573,7,$89,94.30%,44.80%,7,0,1,Declining,Medium,Yes,Special mention
CNB-012411,Onai Ndudzo,Beitbridge Branch,L. Charamba,Masvingo,Masvingo,Women in Business Loan,Health & pharmaceuticals,Salary cession,15/3/2024,10/3/2025,12,"$1,200",$720,20.20%,"$6,100",15.50%,2.25x,710,7,"$1,929",37.30%,44.10%,0,0,0,Stable,Low,Yes,Performing
CNB-012412,Blessed Zizhou,Bulawayo Main,F. Moyo,Mashonaland West,Kadoma,Agro-processing Loan,Transport & logistics,Commercial property,3/11/2022,23/10/2024,24,"$33,400","$10,087",35.80%,"$126,400",75.00%,0.94x,515,7,"$17,841",56.50%,63.10%,14,2,1,Declining,Medium,No,Watch
CNB-012413,Mthulisi Mnkandla,Gweru Branch,T. Chinyoka,Midlands,Kwekwe,Microfinance Loan,Retail trade,Commercial property,6/12/2019,29/5/2021,18,"$3,800","$1,064",20.60%,"$6,700",30.20%,3.88x,741,7,"$1,795",59.30%,20.40%,0,1,0,Stable,Medium,No,Performing
CNB-012414,Sithembile Nhiwatiwa,Kwekwe Branch,C. Sibanda,Mashonaland Central,Bindura,Property Development Loan,Education,Salary cession,1/2/2021,27/1/2022,12,"$7,300","$2,044",18.50%,"$43,500",21.40%,3.38x,776,15,"$5,526",37.00%,34.80%,0,1,0,Improving,Low,Yes,Performing
CNB-012415,Dorcas Makuyana,Gweru Branch,A. Nkomo,Bulawayo Metropolitan,Bulawayo,Medical Finance,Agriculture,Residential property,28/1/2021,23/1/2022,12,"$3,100",$868,23.50%,"$21,200",18.80%,2.88x,745,10,$638,136.00%,7.80%,0,1,1,Improving,Medium,Yes,Performing
CNB-012416,Anesu Ncube,Kwekwe Branch,L. Charamba,Masvingo,Masvingo,Agricultural Input Finance,Manufacturing,Commercial vehicle,9/8/2022,31/1/2024,18,$200,$56,34.30%,"$1,000",66.00%,0.97x,425,7,$78,71.30%,79.90%,30,4,1,Severely declining,High,No,Watch
CNB-012417,Patience Nkosi,Chitungwiza Branch,D. Rusike,Harare Metropolitan,Harare,Youth Enterprise Loan,Informal trade,Motor vehicle,8/1/2019,1/7/2020,18,"$21,700","$6,076",32.20%,"$102,400",63.50%,1.05x,433,5,"$9,714",62.60%,75.10%,0,3,0,Declining,High,No,Watch
CNB-012418,Nomthandazo Mugabe,Gweru Branch,N. Gumbo,Mashonaland West,Kadoma,Green Energy Loan,Agriculture,Commercial property,29/10/2023,27/1/2024,3,"$3,900","$1,092",31.60%,"$27,800",49.10%,1.12x,531,10,"$2,495",43.80%,54.10%,7,1,1,Declining,High,No,Special mention
CNB-012419,Onai Charamba,Gweru Branch,D. Rusike,Mashonaland Central,Bindura,Salary-Backed Loan,Agriculture,Stock/inventory pledge,16/6/2022,8/12/2023,18,"$1,100",$308,19.80%,"$3,000",20.60%,2.57x,762,5,$602,51.20%,42.70%,0,1,0,Declining,Medium,No,Performing
CNB-012420,Blessed Chikafu,Kwekwe Branch,N. Gumbo,Manicaland,Mutare,Equipment Finance,Education,No collateral,1/1/2022,30/6/2022,6,"$22,800","$6,384",22.90%,"$140,500",40.30%,1.59x,677,5,$0,,71.30%,30,1,0,Declining,Low,No,Special mention
CNB-012421,Anesu Mahachi,Gweru Branch,H. Zimba,Midlands,Kwekwe,Women in Business Loan,Textiles & clothing,Commercial property,17/9/2021,16/3/2022,6,"$91,900","$25,732",23.10%,"$424,100",48.90%,1.49x,624,15,"$29,340",87.70%,49.30%,0,0,0,Stable,High,No,Special mention
CNB-012422,Simba Pfukwa,Mutare Branch,F. Moyo,Harare Metropolitan,Harare,Import Finance,Financial services,Agricultural land,16/1/2020,9/7/2021,18,"$3,900","$1,092",18.40%,"$16,100",8.30%,2.72x,675,7,$870,125.50%,36.70%,0,1,0,Stable,Medium,Yes,Performing
CNB-012423,Ngonidzashe Gova,Mutare Branch,E. Mapfumo,Midlands,Zvishavane,Trade Finance Facility,Health & pharmaceuticals,Equipment & machinery,5/11/2019,28/4/2021,18,"$22,500","$6,300",22.80%,"$142,500",29.90%,3.85x,711,2,"$17,331",36.40%,44.40%,0,0,1,Stable,Medium,Yes,Performing
CNB-012424,Fidelis Maposa,Chitungwiza Branch,A. Nkomo,Manicaland,Mutare,SME Working Capital Loan,Manufacturing,Company guarantee,4/5/2022,23/4/2024,24,"$12,100","$3,388",18.70%,"$84,200",19.90%,2.25x,729,0,"$6,159",55.00%,30.90%,7,1,1,Stable,Medium,Yes,Special mention
CNB-012425,Spiwe Vera,Harare Main,F. Moyo,Mashonaland East,Murewa,Equipment Finance,Retail trade,Fixed deposit cession,3/12/2019,27/11/2020,12,"$6,600","$1,848",36.50%,"$22,800",64.70%,0.89x,437,10,"$2,854",64.80%,72.80%,14,1,2,Stable,High,No,Watch
CNB-012426,Gamuchirai Mafunda,Chinhoyi Branch,L. Charamba,Midlands,Redcliff,Export Finance,Informal trade,Stock/inventory pledge,25/1/2022,15/1/2024,24,"$45,800","$12,824",49.60%,"$229,100",70.60%,0.58x,403,5,"$8,939",143.50%,99.30%,90,6,1,Severely declining,High,No,Non-performing
CNB-012427,Rutendo Tekere,Beitbridge Branch,S. Dube,Mashonaland Central,Bindura,Equipment Finance,Hospitality & tourism,Company guarantee,17/5/2024,2/5/2027,36,"$6,600","$5,997",23.90%,"$41,900",31.80%,3.01x,725,1,"$12,625",47.50%,11.50%,0,1,1,Stable,Low,Yes,Performing
CNB-012428,Nkosana Chiweshe,Kwekwe Branch,F. Moyo,Mashonaland West,Chegutu,Youth Enterprise Loan,Mining,Motor vehicle,12/9/2019,5/3/2021,18,"$12,700","$3,556",16.90%,"$59,700",12.20%,3.54x,721,15,"$5,630",63.20%,38.90%,0,0,0,Declining,Low,Yes,Performing
CNB-012429,Nomatter Vera,Gweru Branch,T. Chinyoka,Matabeleland North,Hwange,Agricultural Input Finance,Real estate,Residential property,14/3/2020,4/3/2022,24,"$35,600","$9,968",23.10%,"$183,200",28.70%,2.13x,762,7,"$7,803",127.70%,5.60%,0,0,1,Improving,Low,No,Performing
CNB-012430,Tapuwa Magaya,Chitungwiza Branch,L. Charamba,Midlands,Gokwe,Agro-processing Loan,Hospitality & tourism,Commercial property,2/11/2019,27/10/2020,12,"$11,000","$3,080",24.60%,"$25,500",37.10%,1.72x,559,5,"$6,558",47.00%,57.30%,0,2,1,Declining,Medium,No,Special mention
CNB-012431,Chipo Gova,Chinhoyi Branch,L. Charamba,Masvingo,Masvingo,Export Finance,Retail trade,Residential property,20/8/2023,14/7/2030,84,"$20,200","$17,845",45.90%,"$52,100",86.90%,0.68x,297,15,"$45,096",39.60%,89.60%,45,5,3,Severely declining,Medium,Yes,Non-performing
CNB-012432,Nomthandazo Chikafu,Beitbridge Branch,R. Ncube,Harare Metropolitan,Harare,Youth Enterprise Loan,Transport & logistics,Stock/inventory pledge,30/4/2019,24/4/2020,12,"$2,800",$784,31.30%,"$6,400",37.30%,1.45x,586,7,"$1,156",67.80%,65.90%,0,0,0,Stable,Low,No,Special mention
CNB-012433,Kudakwashe Chikwanda,Gweru Branch,M. Ndlovu,Harare Metropolitan,Harare,Import Finance,Manufacturing,No collateral,29/11/2022,8/11/2026,48,"$10,700","$7,105",22.80%,"$42,900",53.80%,1.62x,580,7,$0,,67.30%,7,2,0,Declining,Medium,No,Special mention
CNB-012434,Ngonidzashe Vera,Kwekwe Branch,A. Nkomo,Manicaland,Mutare,Export Finance,Informal trade,Company guarantee,5/8/2022,20/7/2025,36,"$1,300",$617,17.70%,"$9,100",10.10%,2.47x,767,5,"$1,368",45.10%,20.10%,0,1,1,Stable,Low,No,Performing
CNB-012435,Tendaiishe Jiri,Bulawayo Main,S. Dube,Mashonaland West,Kadoma,School Fees Loan,Retail trade,Salary cession,23/1/2019,18/1/2020,12,"$2,700",$756,26.60%,"$16,200",53.60%,1.42x,630,5,"$1,211",62.40%,51.50%,7,0,0,Improving,High,No,Special mention
CNB-012436,Kudzie Kariwo,Bulawayo Main,M. Ndlovu,Bulawayo Metropolitan,Bulawayo,Youth Enterprise Loan,Manufacturing,Salary cession,20/8/2023,16/2/2024,6,"$4,700","$1,316",29.30%,"$28,900",36.20%,1.50x,660,15,"$2,228",59.10%,61.70%,0,2,0,Declining,High,No,Special mention
CNB-012437,Primrose Mhaka,Kwekwe Branch,N. Gumbo,Harare Metropolitan,Harare,Equipment Finance,Construction,Motor vehicle,18/2/2024,11/8/2025,18,"$13,800","$9,642",25.00%,"$28,800",37.60%,1.84x,594,15,"$9,354",103.10%,40.10%,0,1,0,Improving,High,No,Special mention
CNB-012438,Munashe Landa,Chitungwiza Branch,S. Dube,Harare Metropolitan,Harare,Agro-processing Loan,Agriculture,Salary cession,23/6/2024,15/12/2025,18,"$15,700","$13,607",25.20%,"$123,700",50.10%,1.22x,530,2,"$16,805",81.00%,63.20%,14,1,2,Stable,Medium,Yes,Special mention
CNB-012439,Nomvula Mhike,Gweru Branch,E. Mapfumo,Harare Metropolitan,Harare,Equipment Finance,Mining,Agricultural land,29/8/2021,13/8/2024,36,"$2,100",$588,39.40%,"$5,300",73.90%,0.79x,401,7,"$1,242",47.40%,95.60%,30,6,1,Severely declining,High,No,Watch
CNB-012440,Tamara Zizhou,Victoria Falls Branch,M. Ndlovu,Bulawayo Metropolitan,Bulawayo,Medical Finance,Mining,Equipment & machinery,1/8/2021,23/1/2023,18,$800,$224,23.00%,"$1,100",13.50%,2.09x,812,1,$358,62.60%,26.60%,0,0,1,Stable,Low,No,Performing
CNB-012441,Danai Makuyana,Beitbridge Branch,A. Nkomo,Masvingo,Chiredzi,School Fees Loan,Education,Stock/inventory pledge,8/7/2020,17/6/2024,48,"$21,100","$5,908",47.90%,"$96,000",79.20%,0.52x,329,20,"$5,403",109.30%,78.70%,150,3,3,Severely declining,Medium,No,Non-performing
CNB-012442,Tinotenda Mthembu,Beitbridge Branch,G. Mutasa,Masvingo,Masvingo,School Fees Loan,Retail trade,Commercial vehicle,26/2/2021,11/2/2024,36,"$11,200","$3,136",16.10%,"$58,500",29.70%,3.15x,775,2,"$4,355",72.00%,11.80%,0,0,1,Stable,Medium,No,Performing
CNB-012443,Munashe Mafunda,Beitbridge Branch,C. Sibanda,Mashonaland East,Murewa,SME Working Capital Loan,Agriculture,Personal guarantee,8/3/2023,25/2/2025,24,"$1,600",$683,39.50%,"$8,900",77.60%,0.64x,406,15,"$1,128",60.60%,97.50%,60,7,4,Severely declining,Medium,No,Non-performing
CNB-012444,Mudiwa Nyagura,Beitbridge Branch,L. Charamba,Bulawayo Metropolitan,Bulawayo,Women in Business Loan,Health & pharmaceuticals,Agricultural land,22/9/2020,7/9/2023,36,"$2,400",$672,18.30%,"$10,200",12.40%,2.93x,771,2,$616,109.10%,29.90%,0,0,1,Improving,Low,No,Performing
CNB-012445,Gracious Mwale,Chinhoyi Branch,C. Sibanda,Harare Metropolitan,Chitungwiza,Import Finance,Transport & logistics,Motor vehicle,11/6/2019,2/12/2020,18,"$48,200","$13,496",17.60%,"$61,600",30.20%,3.11x,687,15,"$13,599",99.20%,28.40%,0,1,1,Improving,Low,Yes,Performing
CNB-012446,Ropah Tumbare,Chinhoyi Branch,B. Makoni,Bulawayo Metropolitan,Bulawayo,Agro-processing Loan,Agriculture,Residential property,20/3/2024,15/3/2025,12,"$23,200","$14,152",28.70%,"$56,300",48.60%,1.64x,523,2,"$16,185",87.40%,60.30%,7,2,2,Improving,Medium,No,Special mention
CNB-012447,Tinashe Pasicha,Chitungwiza Branch,M. Ndlovu,Mashonaland West,Kariba,Agricultural Input Finance,Agriculture,Agricultural land,20/12/2022,9/12/2024,24,$900,$314,42.40%,"$2,300",66.00%,0.70x,332,2,$677,46.40%,90.70%,120,6,3,Severely declining,High,No,Non-performing
